,ProductId,availability,avg_rating,brand,color,currency,description,images,name,price,original_price,review_count,scraped_at,url,mock_prices,category,cloth_gender,key_image
305,306,instock,4.6,nike,pure platinum/anthracite/pure platinum/white,usa,have you ever walked on air? step into the air vapormax 2023 to see how it's done. the innovative tech is revealed through the perforated sockliner (pull it out to see more). the stretchy flyknit upper is made with at least 20% recycled content by weight.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/430851dc-6f0e-4cdc-aced-32bd83401f5c/air-vapormax-2023-flyknit-mens-shoes-3q1qZg.png']",nike air vapormax 2023 flyknit,157.97,210,204,2023-12-16 12:26:49,https://www.nike.com/t/air-vapormax-2023-flyknit-mens-shoes-3q1qZg/DV1678-004,147.61~122.73~142.09,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5/430851dc-6f0e-4cdc-aced-32bd83401f5c/air-vapormax-2023-flyknit-mens-shoes-3q1qZg.png"
306,307,instock,4.6,nike,black/phantom/white/light silver,usa,"the radiance lives on in the nike air force 1 ’07, the b-ball og that puts a fresh spin on what you know best: durably stitched overlays, clean finishes and the perfect amount of flash to make you shine. an extra lift gives your style a step up.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/c6d13904-155a-4202-be93-88138c7e4a9a/air-force-1-07-lv8-mens-shoes-J3l1hH.png']",nike air force 1 '07 lv8,101.97,135,8,2023-12-16 12:26:57,https://www.nike.com/t/air-force-1-07-lv8-mens-shoes-J3l1hH/FD2592-002,83.05~117.91~65.99,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5/c6d13904-155a-4202-be93-88138c7e4a9a/air-force-1-07-lv8-mens-shoes-J3l1hH.png"
307,308,instock,4.9,nike,white/varsity red/white/black,usa,"inspired by the original that debuted in 1985, the air jordan 1 low offers a clean, classic look that's familiar yet always fresh. with an iconic design that pairs perfectly with any 'fit, these kicks ensure you'll always be on point.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1c0c434c-9802-4556-89c7-a8600b2828d8/air-jordan-1-low-mens-shoes-0LXhbn.png']",air jordan 1 low,115.0,115,1598,2023-12-16 12:27:05,https://www.nike.com/t/air-jordan-1-low-mens-shoes-0LXhbn/553558-161,111.13~107.22~67.1,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1c0c434c-9802-4556-89c7-a8600b2828d8/air-jordan-1-low-mens-shoes-0LXhbn.png"
308,309,instock,4.9,nike,night stadium/flat pewter/total orange/black,usa,"don't get spooked: the only thing to be scared of is how frightfully good you're gonna look in these kicks. dark tones are held together with bright accents for a truly sinister shoe. no tricks here—all your fave aj1 treats are in place, from the cupsole to the collar to the nike air cushioning underfoot. happy haunting.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/f84e05d5-f1a8-4628-a389-57b3f1889f61/air-jordan-1-mid-se-mens-shoes-S9CPQh.png']",air jordan 1 mid se,107.97,135,11,2023-12-16 12:27:14,https://www.nike.com/t/air-jordan-1-mid-se-mens-shoes-S9CPQh/FQ8338-017,122.53~111.08~137.22,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/f84e05d5-f1a8-4628-a389-57b3f1889f61/air-jordan-1-mid-se-mens-shoes-S9CPQh.png"
309,310,instock,4.8,nike,university red/university red/white,usa,"a closet staple, the nike sportswear club fleece pullover hoodie combines classic style with the soft comfort of fleece.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/209bd882-84fd-47dc-bb85-2cd78856d859/sportswear-club-fleece-pullover-hoodie-Gw4Nwq.png']",nike sportswear club fleece,65.0,65,2428,2023-12-16 12:27:22,https://www.nike.com/t/sportswear-club-fleece-pullover-hoodie-Gw4Nwq/BV2654-657,73.56~65.79~46.28~56.79~62.95,,,
310,311,instock,4.7,nike,university red/university red/white,usa,"a closet staple, the nike sportswear club fleece joggers combine a classic look with the soft comfort of fleece for an elevated, everyday look that you can wear every day.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/dd76d9f6-7dee-4c18-8717-9f49cade0a19/sportswear-club-fleece-joggers-KflRdQ.png']",nike sportswear club fleece,60.0,60,2838,2023-12-16 12:27:31,https://www.nike.com/t/sportswear-club-fleece-joggers-KflRdQ/BV2671-657,53.7~51.1~61.62~66.0,,,
311,312,instock,4.5,nike,ale brown/black/goldtone/ale br,usa,"when it's colder than the far side of the moon and spitting rain too, you still got to look good. from water-repellent leather to a rugged outsole, the lunar force 1 adapts af1 style so you can keep your flame burning when the weather hits. metal lace hardware and extended tongue bring mountain boot toughness, while the star studded toe design gives your look the edge.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/935473f8-7721-47ab-9fee-592231870b45/lunar-force-1-mens-duckboot-PXSmlg.png']",nike lunar force 1,157.97,180,107,2023-12-16 12:27:40,https://www.nike.com/t/lunar-force-1-mens-duckboot-PXSmlg/805899-202,138.26~160.26~146.23,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5/935473f8-7721-47ab-9fee-592231870b45/lunar-force-1-mens-duckboot-PXSmlg.png"
312,313,instock,4.7,nike,haystack/velvet brown/haystack,usa,"the nike manoa is the perfect match when dressing for winter. featuring crisp leather on the upper, a thick padded collar and rugged tread, it helps you style for the season. the webbing pull tab and round laces add details ready for the outdoors.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/99e98f0c-b4f2-47eb-a312-e63cf800f9db/manoa-leather-mens-boots-Mj42BL.png']",nike manoa leather,80.97,95,408,2023-12-16 12:27:48,https://www.nike.com/t/manoa-leather-mens-boots-Mj42BL/454350-700,90.52~75.73~70.81~75.37~80.42,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5/99e98f0c-b4f2-47eb-a312-e63cf800f9db/manoa-leather-mens-boots-Mj42BL.png"
313,314,instock,4.5,nike,night maroon/white/cedar/black,usa,"legendary air gets lifted. our first lifestyle air max brings you style, comfort and a whole lot of air. an extra-large window in the heel lets you show off one of our greatest innovations and delivers plush cushioning. add a lightweight upper, low-cut collar and pops of color and you’ve got the perfect kicks for everyday fun.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/41e147d8-6410-4b75-b46c-567b0d5903ca/air-max-270-mens-shoes-KkLcGR.png']",nike air max 270,136.97,160,14,2023-12-16 12:27:57,https://www.nike.com/t/air-max-270-mens-shoes-KkLcGR/FN6858-681,132.29~155.59~171.76~204.14,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5/41e147d8-6410-4b75-b46c-567b0d5903ca/air-max-270-mens-shoes-KkLcGR.png"
314,315,instock,0.0,nike,baroque brown/coconut milk/mystic red/sesame,usa,"the '80s b-ball icon returns with mixed materials and a neutral palette. with its classic hoops design, the dunk high retro channels old-school style back onto the streets, while its padded, high-top collar keeps you comfortable all day long.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/de1ce77a-4d05-4b7f-9f00-73ead2531b0f/dunk-high-retro-se-mens-shoes-9dMJ92.png']",nike dunk high retro se,119.97,140,0,2023-12-16 12:28:04,https://www.nike.com/t/dunk-high-retro-se-mens-shoes-9dMJ92/FB8892-200,116.62~129.0~130.51~138.07,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5/de1ce77a-4d05-4b7f-9f00-73ead2531b0f/dunk-high-retro-se-mens-shoes-9dMJ92.png"
315,316,instock,4.7,nike,luminous green/white,usa,"celebrate the power and simplicity of the swoosh. this warm, brushed fleece hoodie is made with some extra room through the shoulders, chest and body for easy comfort and laid-back, nostalgic style. thick, stretchy ribbing at the cuffs and hem help hold the hoodie in place when you move and seal in your warmth when conditions cool. our solo swoosh is embroidered on the left chest to keep your look clean and effortless.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/9b00b5dc-8551-4e31-b820-cbe3f56d41bd/solo-swoosh-mens-fleece-pullover-hoodie-qnqWb8.png']",nike solo swoosh,75.97,100,32,2023-12-16 12:28:12,https://www.nike.com/t/solo-swoosh-mens-fleece-pullover-hoodie-qnqWb8/DX1355-331,78.67~67.55~54.14,,,
316,317,instock,4.1,nike,luminous green/white,usa,"celebrate the power and simplicity of the swoosh. these soft, brushed fleece pants are made for comfort and laid-back, nostalgic style. they're roomy through the seat and thighs, then slightly taper to the cuffed ankle. a soft elastic waist and inner drawcord keeps them comfy where it counts, while the embroidered swoosh on the left thigh gives you a clean, effortless finish.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/059b5f31-09aa-4fe9-90f5-5db466f3e55a/solo-swoosh-mens-fleece-pants-JKRBBm.png']",nike solo swoosh,75.97,100,46,2023-12-16 12:28:20,https://www.nike.com/t/solo-swoosh-mens-fleece-pants-JKRBBm/DX1364-331,114.29~67.37~81.41~60.26,,,
317,318,instock,5.0,nike,hemp/baroque brown/sesame/coconut milk,usa,"the radiance lives on in the nike air force 1 ’07, the b-ball og that puts a fresh spin on what you know best: durably stitched overlays, clean finishes and the perfect amount of flash to make you shine. an extra lift gives your style a step up.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/6959d490-68bd-410c-9fd4-ed443491fad7/air-force-1-07-lv8-mens-shoes-qK29Rk.png']",nike air force 1 '07 lv8,101.97,135,4,2023-12-16 12:28:29,https://www.nike.com/t/air-force-1-07-lv8-mens-shoes-qK29Rk/FB8878-200,78.45~114.51~28.32~97.04,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5/6959d490-68bd-410c-9fd4-ed443491fad7/air-force-1-07-lv8-mens-shoes-qK29Rk.png"
318,319,instock,5.0,nike,white/black/game royal,usa,"with its heritage track look and visible cushioning, the air max sc is the perfect finish to any outfit. lightweight, durable materials meet the demands you throw at them, making these sneakers the easy choice for whatever the day has in store for you.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/3840606a-260b-4419-94e1-700655532289/air-max-sc-mens-shoes-LR42xg.png']",nike air max sc,67.97,90,2,2023-12-16 12:28:37,https://www.nike.com/t/air-max-sc-mens-shoes-LR42xg/FQ8737-100,82.01~72.58~81.01,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5/3840606a-260b-4419-94e1-700655532289/air-max-sc-mens-shoes-LR42xg.png"
319,320,instock,4.8,nike,midnight navy/midnight navy/white,usa,"the nike sportswear club fleece hoodie combines soft fabric with simple street style that's versatile enough for everyday use. with a full zipper that goes to the chin, it's the perfect extra layer on a chilly day.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/326bb2f8-3fae-42d7-b42f-6b138855eba0/sportswear-club-fleece-mens-full-zip-hoodie-nR8tst.png']",nike sportswear club fleece,52.97,70,1205,2023-12-16 12:28:46,https://www.nike.com/t/sportswear-club-fleece-mens-full-zip-hoodie-nR8tst/BV2645-410,65.47~48.84~26.67~47.17~44.2,,,
320,321,instock,4.5,nike,midnight navy/midnight navy/white,usa,"a closet staple, the nike sportswear club fleece pants combine classic style with the soft comfort of fleece for an elevated look that you really can wear every day.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/lwxtfrsrjjfdbbsqdmuv/sportswear-club-fleece-mens-pants-j3nqxx.png']",nike sportswear club fleece,51.97,60,1788,2023-12-16 12:28:55,https://www.nike.com/t/sportswear-club-fleece-mens-pants-j3nqxx/BV2707-410,44.62~58.6~48.97,,,
321,322,instock,5.0,nike,black/light smoke grey/sail/metallic silver,usa,"take your moment to shine in the aj1 mid. this pair brings the bling with high-shine swoosh logos and special edition dubraes. adorning the mid-top collar, the iconic wings logo gets a metallic makeover, elevating your sneaker game with a glint of gold.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b8523d14-0520-4294-b86e-edea1495693a/air-jordan-1-mid-se-womens-shoes-wkMdft.png']",air jordan 1 mid se,114.97,135,19,2023-12-16 12:29:02,https://www.nike.com/t/air-jordan-1-mid-se-womens-shoes-wkMdft/FB9892-002,139.74~84.67~140.32,,,
322,323,instock,4.9,nike,galactic jade/sail/sky j mauve/desert,usa,"your style is iconic and your taste is next level. show it off with the method of make series—limited, elevated iterations of legendary sneakers. soft-touch textiles on the tongue and underlays give this aj1 a tactile luxury. the unlined toe box puts an emphasis on deconstructed comfort. take another look and you'll notice the exaggerated proportions, visually setting your j's apart from the rest. get ready to get noticed.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4dfa82a5-dfe4-4dd4-8e4c-ace8670dbf0b/air-jordan-1-high-method-of-make-womens-shoes-hCCcBh.png']",air jordan 1 high method of make,124.97,155,16,2023-12-16 12:29:10,https://www.nike.com/t/air-jordan-1-high-method-of-make-womens-shoes-hCCcBh/FB9891-300,124.25~119.68~160.73,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4dfa82a5-dfe4-4dd4-8e4c-ace8670dbf0b/air-jordan-1-high-method-of-make-womens-shoes-hCCcBh.png"
323,324,instock,4.8,nike,black/black/varsity red/white,usa,"the best way to celebrate 25 years of the air max plus? with you, of course. while the breathable knit upper, wavy design lines and gradient colors stay true to the original, subtle details and high-energy hues pay homage to fan-favorite iterations. legendary air max cushioning offers premium stability and cushioning straight out of the box, which sets you up with high-tech comfort everyone can see.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/0410970b-5e8f-49ae-b09c-aed707d47e5a/air-max-plus-shoes-x9G2xF.png']",nike air max plus,157.97,185,11,2023-12-16 12:29:19,https://www.nike.com/t/air-max-plus-shoes-x9G2xF/FV0393-001,149.38~152.38~177.48,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5/0410970b-5e8f-49ae-b09c-aed707d47e5a/air-max-plus-shoes-x9G2xF.png"
324,325,instock,4.8,nike,black/anthracite/metallic gold,usa,"the nike air vapormax plus looks to the past and propels you into the future. nodding to the 1998 air max plus with its floating cage, padded upper and heel logo, it adds revolutionary vapormax air technology underfoot to ramp up the comfort and to create a modern look.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/81f05e44-e163-47f7-9610-3cdb8f06bacd/air-vapormax-plus-mens-shoe-nC0dzF.png']",nike air vapormax plus,178.97,210,4,2023-12-16 12:29:27,https://www.nike.com/t/air-vapormax-plus-mens-shoe-nC0dzF/BQ5068-001,191.2~108.51~148.98,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5/81f05e44-e163-47f7-9610-3cdb8f06bacd/air-vapormax-plus-mens-shoe-nC0dzF.png"
325,326,instock,5.0,nike,gym red,usa,"make the holidays extra cozy with the help of this easy-fitting sweatshirt. our lightweight brushed fleece feels extra soft on the inside and smooth on the outside, helping you stay comfy while keeping its structured shape. plus, an allover print helps keep you in a festive spirit.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/da54a6ab-41ac-4040-bed3-a2abaf0a52ab/sportswear-club-fleece-mens-crew-neck-holiday-sweatshirt-KdZ25W.png']",nike sportswear club fleece,59.97,70,2,2023-12-16 12:29:35,https://www.nike.com/t/sportswear-club-fleece-mens-crew-neck-holiday-sweatshirt-KdZ25W/FZ2723-687,74.79~76.23~50.84~64.65~58.97,,,
326,327,instock,5.0,nike,gym red,usa,"make the holidays extra cozy with the help of these easy-fitting pants. our lightweight brushed fleece feels extra soft on the inside and smooth on the outside, helping you stay comfy while keeping its structured shape. plus, an allover print helps keep you in a festive spirit.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a1a905de-ae12-4662-9584-1cdc884d2227/sportswear-club-fleece-holiday-pants-cBqrxB.png']",nike sportswear club fleece,59.97,70,5,2023-12-16 12:29:43,https://www.nike.com/t/sportswear-club-fleece-holiday-pants-cBqrxB/FZ2720-687,63.79~85.01~65.0~63.77~34.32,,,
327,328,instock,4.4,nike,black/white,usa,"a closet staple, the nike sportswear club joggers bring you classic joggers style in comfortable jersey fabric for an elevated, everyday look that you really can wear every day.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/ipv2sqq3np2rj8yewcgb/sportswear-club-mens-jersey-joggers-gzQs0N.png']",nike sportswear club,42.0,42,228,2023-12-16 12:29:51,https://www.nike.com/t/sportswear-club-mens-jersey-joggers-gzQs0N/BV2762-010,42.9~45.59~37.01~36.84,,,
328,329,instock,4.8,nike,light bone/phantom/flat pewter/black,usa,"the longer lebron’s legendary career continues, the more his game needs a design that doesn’t weigh him down, yet can still control all that sublime power. so, we’ve created our lightest lebron model but with the kind of bankable support that can help you stay in front of your opponent with the game on the line. full-length max air cushioning helps you take off and land confidently, while lightweight mesh blends with containment cables to help keep you locked in for 4 quarters or more.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/9c1233ef-5227-4c49-bcd9-2043d38d1159/lebron-witness-7-basketball-shoes-43zKtc.png']",lebron witness 7,84.97,105,281,2023-12-16 12:29:59,https://www.nike.com/t/lebron-witness-7-basketball-shoes-43zKtc/DM1123-002,53.82~40.9~134.56~51.56,,,"https://static.nike.com/a/images/t_PDP_864_v1/f_auto,b_rgb:f5f5f5/9c1233ef-5227-4c49-bcd9-2043d38d1159/lebron-witness-7-basketball-shoes-43zKtc.png"
329,330,instock,0.0,nike,anthracite,usa,"with innovative sweat-wicking technology and thumbholes at the cuffs, this super bowl lviii pacer jacket is the perfect lightweight outer layer for active nfl fans. it features the big game’s logo on the chest to help you commemorate the championship action in paradise, nevada.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/d864273c-c58d-40a7-a4dc-58f19d092fac/super-bowl-lviii-pacer-mens-dri-fit-1-2-zip-jacket-Z8Phll.png']",super bowl lviii pacer,70.0,70,0,2023-12-16 12:30:08,https://www.nike.com/t/super-bowl-lviii-pacer-mens-dri-fit-1-2-zip-jacket-Z8Phll/NFH23PTNKMILHD-SUP,66.26~70.69~45.32~62.8~62.94,,,
330,331,instock,0.0,nike,anthracite,usa,"featuring a classic design, the super bowl lviii franchise polo is made with sweat-wicking technology to help keep you dry and comfortable during the excitement of super bowl sunday.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/8f59cf09-3a39-4a1d-90bb-ff0566ae4145/super-bowl-lviii-franchise-mens-polo-zqdWGP.png']",super bowl lviii franchise,55.0,55,0,2023-12-16 12:30:16,https://www.nike.com/t/super-bowl-lviii-franchise-mens-polo-zqdWGP/NFH23PONKNB8U5-SB1,41.7~71.74~35.19~87.92,,,
331,332,instock,0.0,nike,anthracite,usa,"the super bowl lviii hoodie combines heat-trapping technology with sweat-wicking fabric to provide elevated warmth that helps keep you comfortable in chilly conditions. its authentic details commemorate the nfl's biggest stage in paradise, nevada.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/db24c9ac-ff3a-4f01-aec1-eb5bdb762df1/super-bowl-lviii-mens-therma-pullover-hoodie-TpbMT9.png']",super bowl lviii,80.0,80,0,2023-12-16 12:30:24,https://www.nike.com/t/super-bowl-lviii-mens-therma-pullover-hoodie-TpbMT9/NFH23FTNKAQSTY-SUP,82.74~74.34~89.21~92.51,,,
332,333,instock,0.0,nike,anthracite,usa,"featuring a bold design with details from the host site in paradise, nevada, the super bowl lviii essential t-shirt celebrates the nfl’s biggest game of the season.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/78c17ad7-f3a9-4890-9abc-73cfd75afe3a/super-bowl-lviii-essential-mens-t-shirt-J9KfNM.png']",super bowl lviii essential,35.0,35,0,2023-12-16 12:30:32,https://www.nike.com/t/super-bowl-lviii-essential-mens-t-shirt-J9KfNM/N19906FSUP-DVY,33.54~22.1~30.97~38.49~38.59,,,
333,334,instock,0.0,nike,black heather,usa,this super bowl lviii t-shirt is made with soft tri-blend material to help you comfortably support the nfl. it features a heathered design that accentuates the big game’s logo and bold graphics.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/aa6fd90a-d6a0-4830-8c33-7ce928306460/super-bowl-lviii-womens-t-shirt-l9wTJz.png']",super bowl lviii,40.0,40,0,2023-12-16 12:30:40,https://www.nike.com/t/super-bowl-lviii-womens-t-shirt-l9wTJz/NFH23GTNKMVHUK-SUP,42.96~35.37~45.05,,,
334,335,instock,0.0,nike,white,usa,"featuring a bold design with details from the host site in paradise, nevada, the super bowl lviii essential t-shirt celebrates the nfl’s biggest game of the season.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/301815c4-2d46-4f80-a142-de18ebabdbef/super-bowl-lviii-essential-mens-t-shirt-DRmX4t.png']",super bowl lviii essential,35.0,35,0,2023-12-16 12:30:50,https://www.nike.com/t/super-bowl-lviii-essential-mens-t-shirt-DRmX4t/NFH23GTN199DVY-SUP,38.8~44.28~37.32,,,
335,336,instock,0.0,nike,white,usa,"made with soft cotton fabric and bold details, this super bowl lviii t-shirt helps football fans get into championship mode.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/bfdd28cb-b192-402e-b495-76c768d76b46/super-bowl-lviii-womens-t-shirt-6RvCH9.png']",super bowl lviii,35.0,35,0,2023-12-16 12:31:00,https://www.nike.com/t/super-bowl-lviii-womens-t-shirt-6RvCH9/NFH23GTNKAFAX5-SUP,39.18~33.14~29.59~28.27~24.45,,,
336,337,instock,0.0,nike,dark grey heather,usa,"the super bowl lviii hoodie combines heat-trapping technology with sweat-wicking fabric to provide elevated warmth that helps keep you comfortable in chilly conditions. its authentic details commemorate the nfl's biggest stage in paradise, nevada.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/de97f052-5371-466c-80a2-d4f900ad88cb/super-bowl-lviii-mens-therma-pullover-hoodie-c6w3TL.png']",super bowl lviii,80.0,80,0,2023-12-16 12:31:08,https://www.nike.com/t/super-bowl-lviii-mens-therma-pullover-hoodie-c6w3TL/NKAQ06GSUP-STY,85.68~80.24~77.87~71.24~76.81,,,
337,338,instock,0.0,nike,dark grey heather,usa,"featuring a bold design with details from the host site in paradise, nevada, the super bowl lviii essential t-shirt celebrates the nfl’s biggest game of the season.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/5225d906-f1b2-40f4-95ab-d24ea551897f/super-bowl-lviii-essential-mens-t-shirt-39LXw7.png']",super bowl lviii essential,35.0,35,0,2023-12-16 12:31:17,https://www.nike.com/t/super-bowl-lviii-essential-mens-t-shirt-39LXw7/N19906GSUP-DVY,54.4~35.94~19.79~31.47~43.33,,,
338,339,instock,5.0,nike,anthracite/gym red/club gold/white,usa,"a springy ride for any run, the peg’s familiar, just-for-you feel returns to help you accomplish your goals. this version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run. this special san francisco 49ers peg 40 lets you run and rep your favorite team all at the same time.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/0380bcb9-21c7-4876-a6e9-6d923587ef7e/pegasus-40-san-francisco-49ers-mens-road-running-shoes-mNqk2C.png']",nike pegasus 40 (nfl san francisco 49ers),140.0,140,1,2023-12-16 12:31:27,https://www.nike.com/t/pegasus-40-san-francisco-49ers-mens-road-running-shoes-mNqk2C/DZ5990-001,144.65~94.46~93.89~140.15,,,
339,340,instock,0.0,nike,black,usa,"made with soft cotton fabric for all-day comfort, the nike logo (nfl san francisco 49ers) t-shirt puts your love for your team front and center in bold graphics.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/8c0e1157-2d19-4554-9a92-ef17c05adc4f/logo-san-francisco-49ers-womens-t-shirt-zbChn2.png']",nike logo (nfl san francisco 49ers),30.0,30,0,2023-12-16 12:31:36,https://www.nike.com/t/logo-san-francisco-49ers-womens-t-shirt-zbChn2/NKAF00A73-CM4,31.9~31.36~21.85~31.84~29.94,,,
340,341,instock,2.0,nike,carlet,usa,this george kittle jersey delivers an authentic touch on game day with official team details and a tribute to your favorite player. sweat-wicking technology helps provide consistent comfort as you rep the san francisco 49ers.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/e55c805a-a682-4d2b-be81-6649c55e55e8/george-kittle-san-francisco-49ers-mens-dri-fit-limited-football-jersey-M72Hw0.png']",george kittle san francisco 49ers,175.0,175,1,2023-12-16 12:31:45,https://www.nike.com/t/george-kittle-san-francisco-49ers-mens-dri-fit-limited-football-jersey-M72Hw0/31NMSALH9BF-AZ0,188.87~156.24~191.14~180.77,,,
341,342,instock,3.0,nike,kelly gree,usa,this jalen hurts jersey delivers an authentic touch on game day with official team details and a tribute to your favorite player. sweat-wicking technology helps provide consistent comfort as you rep the philadelphia eagles.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/95e5a5ce-a9ee-4bd9-bbdb-c10db497b5cf/jalen-hurts-philadelphia-eagles-mens-dri-fit-limited-football-jersey-KQDzqM.png']",jalen hurts philadelphia eagles,175.0,175,5,2023-12-16 12:31:54,https://www.nike.com/t/jalen-hurts-philadelphia-eagles-mens-dri-fit-limited-football-jersey-KQDzqM/31NM03T786F-5Y0,176.83~163.33~201.11,,,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,b_rgb:f5f5f5/95e5a5ce-a9ee-4bd9-bbdb-c10db497b5cf/jalen-hurts-philadelphia-eagles-mens-dri-fit-limited-football-jersey-KQDzqM.png"
342,343,instock,0.0,nike,grey heather,usa,"built for the players and personnel, the nike dri-fit sideline velocity (nfl philadelphia eagles) t-shirt features sweat-wicking performance fabric and a lightweight fit and feel.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a28c9c8f-9cac-418d-b561-62d9dc193aca/dri-fit-sideline-velocity-philadelphia-eagles-mens-t-shirt-VvnMLX.png']",nike dri-fit sideline velocity (nfl philadelphia eagles),40.0,40,0,2023-12-16 12:32:04,https://www.nike.com/t/dri-fit-sideline-velocity-philadelphia-eagles-mens-t-shirt-VvnMLX/00O506G86-0BO,58.81~38.15~36.23~42.05~41.89,,,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,b_rgb:f5f5f5/a28c9c8f-9cac-418d-b561-62d9dc193aca/dri-fit-sideline-velocity-philadelphia-eagles-mens-t-shirt-VvnMLX.png"
