,availability,avg_rating,brand,color,currency,description,images,name,price,review_count,scraped_at,url,sale
250,instock,5.0,adidas,black,usd,"For the toddler in your family who's already always on the move, keep their feet cozy in these adidas shoes. The soft upper and lightweight midsole let them explore the big new world in comfort and confidence.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.","https://assets.adidas.com/images/w_600,f_auto,q_auto/7fa0f04111704bbf9899ad1f01781fae_9366/Marvel_Superhero_Racer_TR_2.0_Shoes_Black_H04458_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a5fb357108c64bdd81ddad1f017830df_9366/Marvel_Superhero_Racer_TR_2.0_Shoes_Black_H04458_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c239721d77d143d58b6cad1f01783970_9366/Marvel_Superhero_Racer_TR_2.0_Shoes_Black_H04458_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/03858cb721a0458788b6ad1f017842fb_9366/Marvel_Superhero_Racer_TR_2.0_Shoes_Black_H04458_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e0905a1178014b4e96a8ad1f01784cbc_9366/Marvel_Superhero_Racer_TR_2.0_Shoes_Black_H04458_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4afb092e3c894f58b4f7ad1f01782816_9366/Marvel_Superhero_Racer_TR_2.0_Shoes_Black_H04458_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1b9a21acc2294cb8a99cad1f01786b5f_9366/Marvel_Superhero_Racer_TR_2.0_Shoes_Black_H04458_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3d14f18a4f3241b08cfcad1f0178570b_9366/Marvel_Superhero_Racer_TR_2.0_Shoes_Black_H04458_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4216d492750d4e5d83bead1f01785ec5_9366/Marvel_Superhero_Racer_TR_2.0_Shoes_Black_H04458_42_detail.jpg",Marvel Superhero Racer TR 2.0 Shoes,35.0,9.0,2021-10-23 17:50:21.895941,https://www.adidas.com/us/marvel-superhero-racer-tr-2.0-shoes/H04458.html,0
251,instock,4.6,adidas,red,usd,"Ease takes many forms. One of them is this adidas hoodie. It's all about comfort with a super-soft feel, ribbed details and a hood you can pull up when you want to tune out from the world a little more. 

By buying cotton products from us, you're supporting more sustainable cotton farming.","https://assets.adidas.com/images/w_600,f_auto,q_auto/f3f59e27f9ef4ff6af81ad4900c616be_9366/Adicolor_Classics_Collegiate_Cropped_Hoodie_Red_H37830_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f9e4537e0cfe41ea8105ad4900c61ef4_9366/Adicolor_Classics_Collegiate_Cropped_Hoodie_Red_H37830_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/6087330bd449461598eead4900c626d7_9366/Adicolor_Classics_Collegiate_Cropped_Hoodie_Red_H37830_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/6da4646f650c40f7b6e4ad4900c64a94_9366/Adicolor_Classics_Collegiate_Cropped_Hoodie_Red_H37830_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/84cf8d2d056d468f9170ad4900c630eb_9366/Adicolor_Classics_Collegiate_Cropped_Hoodie_Red_H37830_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c8256b340f2a44788016ad4900c63b49_9366/Adicolor_Classics_Collegiate_Cropped_Hoodie_Red_H37830_42_detail.jpg",Adicolor Classics Collegiate Cropped Hoodie,52.0,14.0,2021-10-23 17:51:56.305819,https://www.adidas.com/us/adicolor-classics-collegiate-cropped-hoodie/H37830.html,0
252,instock,4.7,adidas,black,usd,"From yoga on the beach directly to brunch? We've got you covered. You'll move with easy freedom all summer in these comfortable slip-ons. These adidas slides feature a playful floral print, giving you a kick of extra energy and style wherever you go.","https://assets.adidas.com/images/w_600,f_auto,q_auto/679e80dd1bba40df82b5acee00d555cb_9366/Adilette_Comfort_Slides_Black_GZ2916_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8ac5a470e8cc403f86d2acee00d56406_9366/Adilette_Comfort_Slides_Black_GZ2916_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/88f87f6c77e847f09442acee00d56aa2_9366/Adilette_Comfort_Slides_Black_GZ2916_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/eea5ea85952b46df9f11acee00d571c2_9366/Adilette_Comfort_Slides_Black_GZ2916_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7790a5a88fd34822ad1eacee00d5770e_9366/Adilette_Comfort_Slides_Black_GZ2916_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1b19ecab82a44bb2be8facee00d55bc0_9366/Adilette_Comfort_Slides_Black_GZ2916_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/08712169c2d34bc9a684acee00d57dd3_9366/Adilette_Comfort_Slides_Black_GZ2916_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a57abe3f7f0a4e869bf1acee00d583c5_9366/Adilette_Comfort_Slides_Black_GZ2916_42_detail.jpg",Adilette Comfort Slides,28.0,3812.0,2021-10-23 17:50:35.220720,https://www.adidas.com/us/adilette-comfort-slides/GZ2916.html,0
253,instock,4.7,adidas,black,usd,"Surfing, paddleboarding or just floating on a raft. Whatever you do in the water, these adidas swim shorts keep you comfortable. They have a very short length and inner briefs for full coverage. Lightweight, quick-drying fabric lets you transition easily from sea to land. 

Made with a series of  recycled materials, and at least 60% recycled content, this product represents just one of our solutions to help end plastic waste.","https://assets.adidas.com/images/w_600,f_auto,q_auto/04b36b2f4eb14177a1a3ac8401604bc7_9366/Classic_3-Stripes_Swim_Shorts_Black_GQ1095_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b4f8fdda0e214baa95abac84016051e7_9366/Classic_3-Stripes_Swim_Shorts_Black_GQ1095_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fe594803c49b414b937cac84016058c2_9366/Classic_3-Stripes_Swim_Shorts_Black_GQ1095_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0b536a27a63443fbbb64ac8401612d87_9366/Classic_3-Stripes_Swim_Shorts_Black_GQ1095_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/83f25e4d7762460f9310ac840160aa97_9366/Classic_3-Stripes_Swim_Shorts_Black_GQ1095_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3b3a5968f44b4a20857bac840160d737_9366/Classic_3-Stripes_Swim_Shorts_Black_GQ1095_42_detail.jpg",Classic 3-Stripes Swim Shorts,32.0,201.0,2021-10-23 17:50:33.569493,https://www.adidas.com/us/classic-3-stripes-swim-shorts/GQ1095.html,0
254,instock,4.8,adidas,blue,usd,"Grab your gear and go. The ideal size for your post-workout essentials, this adidas backpack has a roomy main compartment plus dedicated water bottle pockets. Throw it over your shoulders or carry it by the top handles, either way, your adidas love shines from every angle thanks to the contrast 3-Stripes.","https://assets.adidas.com/images/w_600,f_auto,q_auto/65fd84e3b4be44c1ad7faca10067688e_9366/Essentials_Backpack_Blue_EX6911_01_standard.jpg~https://assets.adidas.com/videos/w_600,f_auto,q_auto/9e24277825eb40d39779ad56010a1139_d98c/Essentials_Backpack_Blue_EX6911_video.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f4fb1a07f1834a8484b4aca1006ac4ff_9366/Essentials_Backpack_Blue_EX6911_02_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b0112172bd2e4db192c9aca10067da13_9366/Essentials_Backpack_Blue_EX6911_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d50a8e3160db48c8a8ccaca1006841c2_9366/Essentials_Backpack_Blue_EX6911_05_hover_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/95617254d7b34962a6fbaca100662690_9366/Essentials_Backpack_Blue_EX6911_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/39800adecb4d45d88131aca100643286_9366/Essentials_Backpack_Blue_EX6911_42_detail.jpg",Essentials Backpack,36.0,64.0,2021-10-23 17:51:04.977612,https://www.adidas.com/us/essentials-backpack/EX6911.html,0
255,instock,5.0,adidas,white,usd,"Meet Stan Smith. You may have missed his legendary tennis career in the '70s, but you can take it from us, he's kind of a big deal. His shoes have been making waves for decades, and their journey is far from over. Lace into the legacy and walk it into the future in these juniors' adidas shoes. Redesigned to reduce material waste and made using recycled materials, these iconic shoes help make positive change, one pair at a time. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.","https://assets.adidas.com/images/w_600,f_auto,q_auto/58f50129fbce488b8b62ac9200ba3f6d_9366/Stan_Smith_Primeblue_Shoes_White_FX5981_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/342ad2548c784d7795a6ac9200ba4c94_9366/Stan_Smith_Primeblue_Shoes_White_FX5981_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9ad73a021a46493f9975ac9200ba5079_9366/Stan_Smith_Primeblue_Shoes_White_FX5981_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ad494e621eb846559a01ac9200ba5589_9366/Stan_Smith_Primeblue_Shoes_White_FX5981_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/61a3889f10fe444fa868ac9200ba5ae2_9366/Stan_Smith_Primeblue_Shoes_White_FX5981_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/35d42650df6d4a2b8694ac9200ba46f0_9366/Stan_Smith_Primeblue_Shoes_White_FX5981_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/88ad3ac3fcd84e6c96d5ac9200ba602d_9366/Stan_Smith_Primeblue_Shoes_White_FX5981_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ee94e40410ee47738662ac9200ba65f1_9366/Stan_Smith_Primeblue_Shoes_White_FX5981_42_detail.jpg",Stan Smith Primeblue Shoes,53.0,4.0,2021-10-23 17:52:01.931855,https://www.adidas.com/us/stan-smith-primeblue-shoes/FX5981.html,0
256,instock,4.4,adidas,blue,usd,X has mutated to give you superhuman acceleration. These limited-edition adidas soccer cleats fire a classic comic book character onto the pitch. Cyclops and Marvel X-Men graphics light up the semi-transparent and foot-hugging Speedskin upper as well as the insole. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support. The stretchy tongue ensures you can get into them in a flash.,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2ecd25d24150448da678ac9900f4258b_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/845caffc6dd24477bbbbac9900f4321c_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/78ea28935d1e44e3bc7aac9900f4399a_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/28c70a9b48274627a6a0ac9900f43f2c_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/721c30b4c04d46efb805ac9900f44740_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/75180973a6724672a3d6ac9900f42bb1_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3aa7c9559f8943afaac3ac9900f45022_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e195b47bf4db4356b566ac9900f4577f_9366/Marvel_X_Ghosted.3_Firm_Ground_Cleats_Blue_FZ1757_42_detail.jpg",Marvel X Ghosted.3 Firm Ground Cleats,64.0,160.0,2021-10-23 17:50:20.140542,https://www.adidas.com/us/marvel-x-ghosted.3-firm-ground-cleats/FZ1757.html,0
257,instock,4.7,adidas,blue,usd,"Whether you run for sport, for training or just for fun, lace up in these juniors' adidas shoes to tackle your running goals. The durable upper gives you a snug yet comfortable fit. The lightweight Bounce midsole with Lightstrike cushions every step from heel-strike to toe-off.

This product is made with Primegreen, a series of high-performance recycled materials.","https://assets.adidas.com/images/w_600,f_auto,q_auto/d7dedac965474d839809ac680115e583_9366/EQ21_Run_Shoes_Blue_FX2247_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/306cfb8a552642be8fc4ac680156db04_9366/EQ21_Run_Shoes_Blue_FX2247_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a546463a252544af8d44ac680115f3ba_9366/EQ21_Run_Shoes_Blue_FX2247_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f5762661d26841a18e3eac680115fa60_9366/EQ21_Run_Shoes_Blue_FX2247_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/722782022c884212ae5aac680115ffa5_9366/EQ21_Run_Shoes_Blue_FX2247_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/cfa001586ed94950880bac680115ed51_9366/EQ21_Run_Shoes_Blue_FX2247_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/503f168c676a4dcdb503ac680116162f_9366/EQ21_Run_Shoes_Blue_FX2247_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/44d1335fbf134295be62ac68011607c9_9366/EQ21_Run_Shoes_Blue_FX2247_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7770ecea6f1c45499147ac6801160c76_9366/EQ21_Run_Shoes_Blue_FX2247_42_detail.jpg",EQ21 Run Shoes,44.0,177.0,2021-10-23 17:52:30.702508,https://www.adidas.com/us/eq21-run-shoes/FX2247.html,0
258,instock,5.0,adidas,burgundy,usd,"Grab your gear and go. This adidas duffel bag gives you plenty of room and pockets to organize and access your training essentials. Carry it two ways with a shoulder strap and handles. Adjust the straps and handles to make them more comfortable. Two-tone color keeps your look chic.

This product is made with Primegreen, a series of high-performance recycled materials.","https://assets.adidas.com/images/w_600,f_auto,q_auto/5a3fa1d09c554f04930cad1900c31df6_9366/Sport_Duffel_Bag_Burgundy_GU3145_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/01a282edb16b43cab14ead1900c321aa_9366/Sport_Duffel_Bag_Burgundy_GU3145_02_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/53917a63d15c470280b2ad1900c32760_9366/Sport_Duffel_Bag_Burgundy_GU3145_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a19e18137b4f48e29181ad1900c32e30_9366/Sport_Duffel_Bag_Burgundy_GU3145_05_hover_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4ea36b69122f4873b5ecad1900c33521_9366/Sport_Duffel_Bag_Burgundy_GU3145_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4eaf3534cdf146e2b551ad1900c33d6a_9366/Sport_Duffel_Bag_Burgundy_GU3145_42_detail.jpg",Sport Duffel Bag,40.0,3.0,2021-10-23 17:50:56.311027,https://www.adidas.com/us/sport-duffel-bag/GU3145.html,0
259,instock,3.9,adidas,black,usd,"In a constantly evolving world, keeping up is just part of the routine. Stay on top of it in these airy knit mesh adidas shoes. The ZX series has merged technology with culture since the '80s. Today a combination of Boost and EVA cushioning keeps you comfortable as you charge through the day.","https://assets.adidas.com/images/w_600,f_auto,q_auto/c1a09f5d469c4200ab7aac8300b24ce7_9366/ZX_1K_Boost_Shoes_Black_FX6515_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5d0ac7a36ca64525bba7ac8300b256e7_9366/ZX_1K_Boost_Shoes_Black_FX6515_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d8ac44b9a9ae434e8e0bac8300b25bb0_9366/ZX_1K_Boost_Shoes_Black_FX6515_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/75a3edf336f14fb4b93aac8300b25ffb_9366/ZX_1K_Boost_Shoes_Black_FX6515_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/34877acc7d824cac8a9aac8300b26523_9366/ZX_1K_Boost_Shoes_Black_FX6515_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5cc8c3e19f2a4e669b14ac8300b2522b_9366/ZX_1K_Boost_Shoes_Black_FX6515_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/848d1d85ab91457a90d3ac8301157dfb_9366/ZX_1K_Boost_Shoes_Black_FX6515_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/22a14d895bda48de8439ac8300b26a23_9366/ZX_1K_Boost_Shoes_Black_FX6515_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/27eb7fafa4714c37ba19ac8300b270a5_9366/ZX_1K_Boost_Shoes_Black_FX6515_42_detail.jpg",ZX 1K Boost Shoes,70.0,515.0,2021-10-23 17:50:28.640883,https://www.adidas.com/us/zx-1k-boost-shoes/FX6515.html,0
261,instock,4.6,adidas,white,usd,"One step at a time. That's how we create meaningful change. Lace into these adidas shoes and start walking. They're made with recycled materials so each step is one step closer to helping end plastic waste. Based on the running archives, they're stylish too. You can strut, stroll or moonwalk if you prefer. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.","https://assets.adidas.com/images/w_600,f_auto,q_auto/c56963380bda472ca445ad580137a7fb_9366/Geodiver_Primeblue_Shoes_White_H01782_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/6c57efb7c0cd496d9eeead580137b7e4_9366/Geodiver_Primeblue_Shoes_White_H01782_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8e3fb837a0d04503ae4cad580137bf9c_9366/Geodiver_Primeblue_Shoes_White_H01782_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5834355ad7804f00bb35ad580137c56e_9366/Geodiver_Primeblue_Shoes_White_H01782_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/52b81f32e2e8427ca1cfad580137cd4f_9366/Geodiver_Primeblue_Shoes_White_H01782_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1b0646c90b474578bbcfad580137b0ad_9366/Geodiver_Primeblue_Shoes_White_H01782_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e6d276b12c224566b016ad580137e5d3_9366/Geodiver_Primeblue_Shoes_White_H01782_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e5700bae16344c42a728ad580137d4b2_9366/Geodiver_Primeblue_Shoes_White_H01782_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ad88005ae73c4111b426ad580137db46_9366/Geodiver_Primeblue_Shoes_White_H01782_42_detail.jpg",Geodiver Primeblue Shoes,72.0,512.0,2021-10-23 17:51:27.483234,https://www.adidas.com/us/geodiver-primeblue-shoes/H01782.html,0
262,instock,3.0,nike,signal blue,usd," With Bruins details on a time-tested silhouette, this UCLA polo is a perfect fit for the sidelines or your daily adventures. It gives you a little extra to keep you going with UV-treated fabric that wicks sweat to help you stay cool.BenefitsNike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.Knit fabric feels soft and smooth.Product DetailsThis product provides UVA and UVB protection from the sun only in the areas covered by the garment. To protect exposed areas, the use of good quality sunscreen is recommended.Standard fit for a relaxed, easy feelDropped back hem100% polyesterMachine washImportedShown: Signal BlueStyle: DQ9266-403","https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/98f459f2-c2d5-47e9-a856-1df38bb8f880/dri-fit-ucla-mens-polo-5P7Zps.png",Nike College Dri-FIT (UCLA),50.0,1.0,2022-09-20 23:52:48.000000,https://www.nike.com/t/dri-fit-ucla-mens-polo-5P7Zps,0
263,instock,4.8,adidas,purple,usd,"Go from crushing your workout to chilling with friends. This adidas 3-Stripes t-shirt helps you do it all. An airy, breathable feel and moisture-absorbing AEROREADY keep you dry and comfortable when you turn up the heat on your training session. Ruching in the front adds a dose of style. 

This product is made with Primegreen, a series of high-performance recycled materials.","https://assets.adidas.com/images/w_600,f_auto,q_auto/18024809c1644922ace1ad11013aad83_9366/AEROREADY_Breathable_3-Stripes_Long_Sleeve_Tee_Purple_GS8609_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/50bd9c48b34e4b11b396ad11013ab42a_9366/AEROREADY_Breathable_3-Stripes_Long_Sleeve_Tee_Purple_GS8609_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/38c7d5700cd44f8ba06aad11013abb9d_9366/AEROREADY_Breathable_3-Stripes_Long_Sleeve_Tee_Purple_GS8609_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/39006e3a0f4f414fb96dad11013ada9f_9366/AEROREADY_Breathable_3-Stripes_Long_Sleeve_Tee_Purple_GS8609_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0a454173f8904e1c9d82ad11013ac379_9366/AEROREADY_Breathable_3-Stripes_Long_Sleeve_Tee_Purple_GS8609_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a513168a702d49d09a99ad11013acca9_9366/AEROREADY_Breathable_3-Stripes_Long_Sleeve_Tee_Purple_GS8609_42_detail.jpg",AEROREADY Breathable 3-Stripes Long Sleeve Tee,28.0,12.0,2021-10-23 17:51:57.455890,https://www.adidas.com/us/aeroready-breathable-3-stripes-long-sleeve-tee/GS8609.html,0
264,outofstock,5.0,nike,black,usd,"CORE STRENGTH AND FLEXIBILITYThe Nike 8-Pound Strength Training Ball provides a full-body workout and features a durable PU coating designed for increased grip and tackiness.BenefitsHeavy-duty coated PU material increases grip and tackiness for better controlImproves core strength, balance, coordination and flexibilityProduct DetailsIdeal for upper and lower body exercisesMaterials: 96% rubber/2% EVA/1% PU/1% polyesterImportedShown: BlackStyle: NEW05-010","https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d55f9bbd-0b3b-4e6d-8ee1-d7400334a0dd/8-pound-strength-training-ball-pgDTNG.png",Nike 8-Pound ,26.97,1.0,2022-09-20 23:44:57.000000,https://www.nike.com/t/8-pound-strength-training-ball-pgDTNG,0
265,instock,4.6,adidas,white,usd,"Don't shrink away from the sun. Harness its energy as you hit the pavement in these adidas running shoes. The super breathable mesh upper with HEAT.RDY maximizes airflow so you stay cool and ventilated even when the temperature rises and the heat builds. Segmented Boost cushioning returns energy with every take-off and landing, keeping your legs fresh and your mind free to focus on the clear blue skies.","https://assets.adidas.com/images/w_600,f_auto,q_auto/243cc46258a94bdf864dad1d00bb2948_9366/Climacool_Vento_Shoes_White_GY4944_01_standard.jpg~https://assets.adidas.com/videos/w_600,f_auto,q_auto/0af336ebbf8743a2b8c4ad1e00811173_d98c/Climacool_Vento_Shoes_White_GY4944_video.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d13a6ca4369f4165a8dcad1300f5e07f_9366/Climacool_Vento_Shoes_White_GY4944_010_hover_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f22bf2355be6414191e3ad1d00bb3b1d_9366/Climacool_Vento_Shoes_White_GY4944_02_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/051f6778cca1474f9d16ad1d00bb45c7_9366/Climacool_Vento_Shoes_White_GY4944_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/00ed18b873864197a318ad1d00bb53a2_9366/Climacool_Vento_Shoes_White_GY4944_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c81bb0f01998476cab01ad1d00bb5d47_9366/Climacool_Vento_Shoes_White_GY4944_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4b754b5dd9a84c4d9aeaad1d00bb311c_9366/Climacool_Vento_Shoes_White_GY4944_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/50bf4d5500a649ecb004ad1d00bb7b4b_9366/Climacool_Vento_Shoes_White_GY4944_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2b72b0aac25d4223b849ad1d00bb68cc_9366/Climacool_Vento_Shoes_White_GY4944_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2887d727725344b68d3aad1d00bb7119_9366/Climacool_Vento_Shoes_White_GY4944_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0538a116015941f7a6b3ad1d0115f65f_9366/Climacool_Vento_Shoes_White_GY4944_43_detail.jpg",Climacool Vento Shoes,98.0,491.0,2021-10-23 17:50:58.018127,https://www.adidas.com/us/climacool-vento-shoes/GY4944.html,0
266,instock,4.5,adidas,black,usd,"Clear skies? Pop on this adidas cap and soak up the rays. It keeps the sun out of your eyes and tops off any outfit with classic style. Stroll out, and take carefree vibes with you.","https://assets.adidas.com/images/w_600,f_auto,q_auto/d9a7320645e04953be1ead26008194e1_9366/Adicolor_Collegiate_Baseball_Cap_Black_H34570_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/86906a098bee4779a9dead2600819b22_9366/Adicolor_Collegiate_Baseball_Cap_Black_H34570_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b4059ceb2a6f49c884f8ad260081a19c_9366/Adicolor_Collegiate_Baseball_Cap_Black_H34570_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/51ad6aaa332346baaa1bad260081aa09_9366/Adicolor_Collegiate_Baseball_Cap_Black_H34570_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2433549b9010415099c3ad260081b28b_9366/Adicolor_Collegiate_Baseball_Cap_Black_H34570_42_detail.jpg",Adicolor Collegiate Baseball Cap,16.0,15.0,2021-10-23 17:51:14.006041,https://www.adidas.com/us/adicolor-collegiate-baseball-cap/H34570.html,0
